codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-952,2019-04-22,19:50,Abril,segunda-feira,engavetamento,R.Estefano José Vanolli,,"veículo,veículo,veículo","Caminhonete,Automóvel,Automóvel","masc.,masc.,fem.","29,35,38",0,0,0,1,ciclofaixa,Asfalto,60,15,11,NA,,,Cidade Nova,Área Urbana,-48.68880318,-26.91212359,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
2019-999/1000,2019-04-27,12:10,Abril,sábado,colisão,Av.Gov.Adolfo Konder,R.Estefano José Vanolli,"veículo,veículo,veículo","Automóvel,Motoneta,Automóvel","masc.,masc.,masc.","39,33,42",0,0,0,1,ciclofaixa,Asfalto,164,30,17,60,15,11,Cidade Nova,Área Urbana,-48.68883737,-26.91189771,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
2019-411,2019-02-20,07:55,Fevereiro,quarta-feira,colisão,R.Estefano José Vanolli,,"veículo,veículo","Automóvel,Automóvel",fem.,35,0,0,0,1,ciclofaixa,Asfalto,60,15,11,NA,,,Cidade Nova,Área Urbana,-48.68880412,-26.91070026,R.Estefano José Vanolli-R.Paulo Kleis Júnior,60,109,-48.68883603530793,-26.910534188471562,ciclofaixa
2019-851,2019-04-04,13:45,Abril,quinta-feira,colisão,R.Estefano José Vanolli,R.Paulo Kleis Júnior,"ciclista,veículo",Motocicleta,fem.,52,0,1,0,0,ciclofaixa,Asfalto,60,15,11,109,13,8,Cidade Nova,Área Urbana,-48.68891045,-26.91057305,R.Estefano José Vanolli-R.Paulo Kleis Júnior,60,109,-48.68883603530793,-26.910534188471562,ciclofaixa
2019-859/860,2019-04-09,14:25,Abril,terça-feira,colisão,R.Estefano José Vanolli,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","29,63",0,0,0,1,ciclofaixa,Asfalto,60,15,11,NA,,,Cidade Nova,Área Urbana,-48.68881135,-26.9109358,R.Estefano José Vanolli-R.Paulo Kleis Júnior,60,109,-48.68883603530793,-26.910534188471562,ciclofaixa
2019-317/319,2019-02-08,12:00,Fevereiro,sexta-feira,colisão,R.Estefano José Vanolli,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","37,65",0,0,0,1,ciclofaixa,Asfalto,60,15,11,NA,,,Cidade Nova,Área Urbana,-48.6886408,-26.89726564,R.Rui Vieira-R.Estefano José Vanolli,57,60,-48.68862402371798,-26.89701402205354,ciclofaixa
2019-965,2019-04-24,08:20,Abril,quarta-feira,colisão,R.Estefano José Vanolli,R.Pedro Batista da Silva,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","40,29",0,0,0,1,ciclofaixa,Asfalto,60,15,11,52,10,7,Cidade Nova,Área Urbana,-48.68870404,-26.89815112,R.São Joaquim-R.Estefano José Vanolli,62,60,-48.68866890891861,-26.89804567587369,ciclofaixa
2019-977/983,2019-04-25,09:50,Abril,quinta-feira,colisão,R.Estefano José Vanolli,R.São Joaquim,"veículo,veículo","Automóvel,Caminhão","fem.,masc.","43,58",0,0,0,1,ciclofaixa,Asfalto,60,15,11,62,11,7,Cidade Nova,Área Urbana,-48.68856151,-26.89785442,R.São Joaquim-R.Estefano José Vanolli,62,60,-48.68866890891861,-26.89804567587369,ciclofaixa
2019-652,2019-03-18,13:20,Março,segunda-feira,colisão,R.Estefano José Vanolli,,"veículo,veículo","Caminhonete,Caminhonete","masc.,masc.","39,68",0,0,0,1,ciclofaixa,Asfalto,60,15,11,NA,,,Cidade Nova,Área Urbana,-48.68880198,-26.9072898,R.Estefano José Vanolli-R.Nelson Raul Rebello,60,101,-48.688791006137265,-26.907204918941883,ciclofaixa
2019-893,2019-04-15,07:40,Abril,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.Mônica Gizele Elisio,"veículo,veículo","Automóvel,Motoneta",masc.,34,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",891,15,9,Carvalho,Área Urbana,-48.69156929,-26.93396464,Av.Ver.Abrahão João Francisco-R.Mônica Gizele Elisio,265,891,-48.69151531546477,-26.934096987357904,ciclovia
2019-954,2019-04-22,18:00,Abril,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.Mônica Gizele Elisio,"veículo,veículo","Motoneta,Motocicleta",fem.,23,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",891,15,9,Carvalho,Área Urbana,-48.69160456,-26.93399633,Av.Ver.Abrahão João Francisco-R.Mônica Gizele Elisio,265,891,-48.69151531546477,-26.934096987357904,ciclovia
2019-38,2019-01-05,22:30,Janeiro,sábado,colisão,Av.Dr.Reinaldo Schmithausen,R.Pedro Camilo Vicente,"veículo,veículo","Automóvel,Automóvel",fem.,50,0,0,0,1,compartilhado,Asfalto,1111,27,14,1119,10,7,Cordeiros,Área Urbana,-48.68963216,-26.88698666,Av.Dr.Reinaldo Schmithausen-R.Pedro Camilo Vicente,1111,1119,-48.68963692671955,-26.886883252600036,compartilhado
2019-38,2019-01-05,22:30,Janeiro,sábado,colisão,Av.Dr.Reinaldo Schmithausen,R.Pedro Camilo Vicente,"veículo,veículo","Automóvel,Automóvel",fem.,50,0,0,0,1,compartilhado,Asfalto,1111,27,14,1119,10,7,Cordeiros,Área Urbana,-48.68963216,-26.88698666,Av.Dr.Reinaldo Schmithausen-R.Souza Cruz,1111,1120,-48.68912040772264,-26.887321998274356,compartilhado
2019-271,2019-02-04,13:20,Fevereiro,segunda-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","55,20",0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68463733,-26.88918177,Av.Dr.Reinaldo Schmithausen-R.Rodolfo Bosco,1111,1124,-48.684700352326495,-26.889111614433475,compartilhado
2019-374,2019-02-15,16:40,Fevereiro,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Caminhão Trator",masc.,39,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68586557,-26.88817241,Av.Dr.Reinaldo Schmithausen-R.Rodolfo Bosco,1111,1124,-48.684700352326495,-26.889111614433475,compartilhado
2019-410,2019-02-19,15:04,Fevereiro,terça-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Caminhão Trator",masc.,39,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68531902,-26.88844559,Av.Dr.Reinaldo Schmithausen-R.Rodolfo Bosco,1111,1124,-48.684700352326495,-26.889111614433475,compartilhado
2019-835,2019-04-07,07:30,Abril,domingo,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Automóvel",masc.,52,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68520684,-26.88870436,Av.Dr.Reinaldo Schmithausen-R.Rodolfo Bosco,1111,1124,-48.684700352326495,-26.889111614433475,compartilhado
2019-432,2019-02-22,07:35,Fevereiro,sexta-feira,abalroamento,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Semireboque",fem.,34,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68682689,-26.88815766,Av.Dr.Reinaldo Schmithausen-R.Adão Vandal,1111,1125,-48.68686740105047,-26.88817316002431,compartilhado
2019-454/458,2019-02-25,12:55,Fevereiro,segunda-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Adão Vandal,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","32,42",0,0,0,1,compartilhado,Asfalto,1111,27,14,1125,"17,6","13,6",Cordeiros,Área Urbana,-48.6868719,-26.88830162,Av.Dr.Reinaldo Schmithausen-R.Adão Vandal,1111,1125,-48.68686740105047,-26.88817316002431,compartilhado
2019-760,2019-03-29,14:00,Março,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","58,25",0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.68610587,-26.88818662,Av.Dr.Reinaldo Schmithausen-R.Adão Vandal,1111,1125,-48.68686740105047,-26.88817316002431,compartilhado
2019-826,2019-04-03,12:18,Abril,quarta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Adão Vandal,"veículo,veículo","Motocicleta,Motoneta","masc.,masc.","53,37",0,1,0,1,compartilhado,Asfalto,1111,27,14,1125,"17,6","13,6",Cordeiros,Área Urbana,-48.68689382,-26.88821605,Av.Dr.Reinaldo Schmithausen-R.Adão Vandal,1111,1125,-48.68686740105047,-26.88817316002431,compartilhado
2019-712,2019-03-22,08:15,Março,sexta-feira,colisão,R.Exp.Aleixo Maba,R.David Adão Schmidt,"veículo,veículo","Motoneta,Automóvel",masc.,31,0,0,0,1,ciclofaixa,Asfalto,423,"11,5","7,5",405,15,9,Barra do Rio,Área Urbana,-48.68272226,-26.89069679,R.Exp.Aleixo Maba-R.David Adão Schmidt,423,405,-48.683153399685295,-26.89026093390938,compartilhado
2019-751,2019-03-28,15:40,Março,quinta-feira,abalroamento,R.Exp.Aleixo Maba,,"veículo,veículo,veículo,veículo","Caminhão_Trator,Semireboque,Semireboque,Automóvel","masc.,masc.,masc.,fem.","37,37,37,61",0,0,0,1,ciclofaixa,Asfalto,423,"11,5","7,5",NA,,,Barra do Rio,Área Urbana,-48.68368025,-26.89018323,R.Exp.Aleixo Maba-R.David Adão Schmidt,423,405,-48.683153399685295,-26.89026093390938,compartilhado
2019-868,2019-04-11,11:00,Abril,quinta-feira,colisão,R.Exp.Aleixo Maba,R.David Adão Schmidt,"veículo,veículo","Automóvel,Automóvel",masc.,23,0,0,0,1,ciclofaixa,Asfalto,423,"11,5","7,5",405,15,9,Barra do Rio,Área Urbana,-48.68279983,-26.8906562,R.Exp.Aleixo Maba-R.David Adão Schmidt,423,405,-48.683153399685295,-26.89026093390938,compartilhado
2019-525,2019-03-06,21:30,Março,quarta-feira,colisão,Av.Min.Victor Konder,,"veículo,veículo","Automóvel,Automóvel",masc.,44,0,0,0,1,compartilhado,Asfalto,280,20,12,NA,,,Centro,Área Urbana,-48.65338425,-26.91367553,R.Tubarão-Av.Min.Victor Konder,629,280,-48.653356368941374,-26.913791744361802,compartilhado
2019-83,2019-01-11,18:45,Janeiro,sexta-feira,colisão,Av.Min.Victor Konder,,"veículo,veículo","Camioneta,Caminhão",masc.,56,0,0,0,1,compartilhado,Asfalto,280,20,12,NA,,,Centro,Área Urbana,-48.65024541,-26.91982855,R.Jorge Tzaschel-Av.Min.Victor Konder,654,280,-48.65016293642018,-26.91995127930344,compartilhado
2019-334,2019-02-11,10:55,Fevereiro,segunda-feira,colisão,R.Onze de Junho,R.Jorge Tzaschel,"veículo,veículo","Automóvel,Camioneta","fem.,masc.","51,36",0,0,0,1,,Asfalto,648,"13,2","9,4",654,"13,4","9,8",Fazenda,Área Urbana,-48.650243,-26.91987736,R.Jorge Tzaschel-Av.Min.Victor Konder,654,280,-48.65016293642018,-26.91995127930344,compartilhado
2019-894,2019-04-15,12:20,Abril,segunda-feira,colisão,R.Onze de Junho,R.Jorge Tzaschel,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","35,44",0,0,0,1,,Asfalto,648,"13,2","9,4",654,"13,4","9,8",Fazenda,Área Urbana,-48.65034841,-26.91989048,R.Jorge Tzaschel-Av.Min.Victor Konder,654,280,-48.65016293642018,-26.91995127930344,compartilhado
2019-446,2019-02-24,17:20,Fevereiro,domingo,colisão,R.Dep.Francisco Evaristo Canziani,R.Mar.Floriano Peixoto,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","40,31",0,0,0,1,compartilhado,Asfalto,750,11,7,754,8,6,Cabeçudas,Área Urbana,-48.63523318,-26.92442253,R.Juvêncio Tavares D'Amaral-R.Dep.Francisco Evaristo Canziani,763,750,-48.635335339676125,-26.92419334562044,compartilhado
2019-1009,2019-04-29,14:15,Abril,segunda-feira,colisão,Av.Carlos Drumond de Andrade,,"veículo,veículo","Automóvel,Caminhonete",fem.,49,0,0,0,1,,Asfalto,587,20,14,NA,,,Praia Brava de Itajaí,Área Urbana,-48.62991681,-26.95652901,Av.Dr.José Medeiros Vieira-Av.Carlos Drumond de Andrade,599,587,-48.62961062858753,-26.956571161298406,ciclofaixa
2019-69,2019-01-10,10:00,Janeiro,quinta-feira,colisão,R.Eliziário da Rosa,Av.Dr.José Medeiros Vieira,"veículo,veículo","Utilitário,Utilitário",masc.,66,0,0,0,1,ciclofaixa,Paver,832,12,8,599,0,0,Praia Brava de Itajaí,Área Urbana,-48.62899814,-26.94454092,Av.Dr.José Medeiros Vieira-R.Eliziário da Rosa,599,832,-48.6289591657835,-26.944519026782427,ciclofaixa
2019-341,2019-02-08,11:17,Fevereiro,sexta-feira,colisão,Av.Carlos Drumond de Andrade,Av.Osvaldo Reis,"veículo,veículo","Caminhonete,Caminhonete",fem.,28,0,0,0,1,ciclovia,Asfalto,587,20,14,586,34,21,Praia Brava de Itajaí,Área Urbana,-48.63990797,-26.95540544,Av.Carlos Drumond de Andrade-Av.Osvaldo Reis,587,586,-48.63964153487565,-26.955861011349448,ciclovia
2019-61,2019-01-09,15:00,Janeiro,quarta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel",masc.,74,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64039096,-26.95487413,R.Suécia-Av.Osvaldo Reis,785,586,-48.64055074203099,-26.954670216005287,ciclovia
2019-208,2019-01-26,11:55,Janeiro,sábado,colisão,Av.Osvaldo Reis,,"veículo,veículo,veículo","Camioneta,Automóvel,Motocicleta","fem.,masc.,masc.","40,36,47",0,1,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64032876,-26.95511828,R.Suécia-Av.Osvaldo Reis,785,586,-48.64055074203099,-26.954670216005287,ciclovia
2019-442,2019-02-23,11:50,Fevereiro,sábado,colisão,Av.Osvaldo Reis,R.Suécia,"veículo,veículo","Automóvel,Caminhonete",masc.,30,0,0,0,1,ciclovia,Asfalto,586,34,21,785,10,7,Fazendinha,Área Urbana,-48.64029352,-26.95496735,R.Suécia-Av.Osvaldo Reis,785,586,-48.64055074203099,-26.954670216005287,ciclovia
2019-919,2019-04-17,15:00,Abril,quarta-feira,colisão,Av.Osvaldo Reis,R.Suécia,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","35,56",0,0,0,1,ciclovia,Asfalto,586,34,21,785,10,7,Fazendinha,Área Urbana,-48.64039526,-26.95497076,R.Suécia-Av.Osvaldo Reis,785,586,-48.64055074203099,-26.954670216005287,ciclovia
2019-415,2019-02-20,14:10,Fevereiro,quarta-feira,abalroamento,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Motocicleta",fem.,23,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64048543,-26.95122376,R.Joel José Ferreira-Av.Osvaldo Reis,806,586,-48.6404627719734,-26.95146733170573,ciclovia
2019-691,2019-03-22,09:15,Março,sexta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Camioneta,Caminhonete","masc.,masc.","57,44",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64059392,-26.95175287,R.Joel José Ferreira-Av.Osvaldo Reis,806,586,-48.6404627719734,-26.95146733170573,ciclovia
2019-644,2019-03-18,07:45,Março,segunda-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel",masc.,34,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64049469,-26.94835261,Av.Osvaldo Reis-Av.Braulio Werner,586,815,-48.64064131764702,-26.94840418840637,ciclovia
2019-28,2019-01-04,18:00,Janeiro,sexta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","34,68",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64056603,-26.94678298,Av.Osvaldo Reis-R.CaboPM Antonio Rudolf,586,817,-48.64041263076335,-26.946879751416194,ciclovia
2019-353,2019-02-09,16:10,Fevereiro,sábado,colisão,Av.Osvaldo Reis,,"veículo,veículo","Motocicleta,Camioneta",masc.,36,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64031029,-26.94639275,Av.Osvaldo Reis-R.CaboPM Antonio Rudolf,586,817,-48.64041263076335,-26.946879751416194,ciclovia
2019-451,2019-02-23,16:35,Fevereiro,sábado,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Utilitário",masc.,36,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64014077,-26.94548362,Serv.Leonel Miguel dos Santos-Av.Osvaldo Reis,818,586,-48.64021006117382,-26.94549277839601,ciclovia
2019-574,2019-02-15,16:30,Fevereiro,sexta-feira,queda,Av.Osvaldo Reis,,veículo,Motocicleta,masc.,35,0,1,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64029258,-26.94308803,Av.Osvaldo Reis-R.Luci Canziani,586,822,-48.64009868408537,-26.943514673510936,compartilhado
2019-15171/pm,2019-01-19,13:44,Janeiro,sábado,outros,Av.Osvaldo Reis,,veículo,Motocicleta,masc.,28,0,0,1,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64136149,-26.9374662,Av.Osvaldo Reis-Av.Osvaldo Reis,586,586,-48.641185268777214,-26.937668729762112,ciclovia
2019-379,2019-02-15,17:30,Fevereiro,sexta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Caminhonete,Automóvel",masc.,29,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64118426,-26.93764516,Av.Osvaldo Reis-Av.Osvaldo Reis,586,586,-48.641185268777214,-26.937668729762112,ciclovia
2019-702,2019-03-14,13:45,Março,quinta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Motoneta,Automóvel",fem.,25,0,1,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64145587,-26.93742016,Av.Osvaldo Reis-Av.Osvaldo Reis,586,586,-48.641185268777214,-26.937668729762112,ciclovia
2019-745,2019-03-28,09:40,Março,quinta-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","19,24",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64104547,-26.93876606,Av.Osvaldo Reis-Av.Osvaldo Reis,586,586,-48.641185268777214,-26.937668729762112,ciclovia
2019-1032,2019-04-30,06:36,Abril,terça-feira,queda,R.Diác.Antônio João Vicente,,veículo,Motocicleta,masc.,36,0,1,0,1,,Asfalto,1005,8,5,NA,,,Cidade Nova,Área Urbana,-48.69304964,-26.92982381,R.Diác.Antônio João Vicente-R.Benta Evarista da Silva,1005,1007,-48.693148511941,-26.92986990734869,ciclofaixa
2019-308,2019-02-08,17:40,Fevereiro,sexta-feira,colisão,Av.Gov.Adolfo Konder,Av.Min.Luiz Gallotti,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","20,65",0,0,0,1,ciclofaixa,Asfalto,164,30,17,926,"17,2","10,7",Cidade Nova,Área Urbana,-48.70644217,-26.91764263,Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti,164,926,-48.70655588973077,-26.9175456267486,ciclofaixa
2019-433,2019-02-22,08:00,Fevereiro,sexta-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","67,26",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.70664479,-26.9174634,Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti,164,926,-48.70655588973077,-26.9175456267486,ciclofaixa
2019-699,2019-03-22,15:40,Março,sexta-feira,abalroamento,Av.Gov.Adolfo Konder,,"veículo,veículo,veículo,veículo","Caminhão_Trator,Reboque,Caminhão Trator,Semireboque","masc.,masc.","44,44",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.70658682,-26.91741346,Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti,164,926,-48.70655588973077,-26.9175456267486,ciclofaixa
2019-829,2019-04-05,20:50,Abril,sexta-feira,abalroamento,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","26,37",0,1,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.70676042,-26.91746771,Av.Gov.Adolfo Konder-Av.Min.Luiz Gallotti,164,926,-48.70655588973077,-26.9175456267486,ciclofaixa
2019-849,2019-04-08,14:00,Abril,segunda-feira,abalroamento,R.Paulo Valmor Severino,Av.Min.Luiz Gallotti,"veículo,veículo","Ônibus,Automóvel","masc.,masc.","62,30",0,0,0,1,ciclofaixa,Asfalto,945,12,8,926,"17,2","10,7",Cidade Nova,Área Urbana,-48.70019769,-26.92372711,R.Paulo Valmor Severino-Av.Min.Luiz Gallotti,945,926,-48.70019435410628,-26.92369947665312,ciclofaixa
2019-803,2019-04-01,14:20,Abril,segunda-feira,colisão,Av.Min.Luiz Gallotti,R.Alfredo Fantini,"veículo,veículo","Motocicleta,Caminhonete","masc.,masc.","61,57",0,1,0,1,ciclofaixa,Asfalto,926,"17,2","10,7",992,10,7,Cidade Nova,Área Urbana,-48.69768619,-26.92599779,Av.Min.Luiz Gallotti-R.Alfredo Fantini,926,992,-48.69781299659374,-26.92599602045413,ciclofaixa
2019-263,2019-02-02,13:30,Fevereiro,sábado,colisão,Av.Min.Luiz Gallotti,R.Clarindo Sebastião da Cunha,"veículo,veículo","Motoneta,Automóvel","fem.,fem.","38,35",0,1,0,1,ciclofaixa,Asfalto,926,"17,2","10,7",1392,9,6,Cidade Nova,Área Urbana,-48.69711551,-26.92667327,Av.Min.Luiz Gallotti-R.Manoel Olívio Theodoro,926,1015,-48.697178867010095,-26.92659422254205,ciclofaixa
2019-514,2019-03-02,16:30,Março,sábado,colisão,Av.Min.Luiz Gallotti,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","35,50",0,0,0,1,ciclofaixa,Asfalto,926,"17,2","10,7",NA,,,Cidade Nova,Área Urbana,-48.70503218,-26.91897031,Av.Min.Luiz Gallotti-R.Pedro Jerônimo Sedrez,926,928,-48.70521688740377,-26.91884403238202,ciclofaixa
2019-333,2019-02-11,09:50,Fevereiro,segunda-feira,colisão,Av.Gov.Adolfo Konder,Av.Campos Novos,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","31,66",0,0,0,1,ciclovia,Asfalto,164,30,17,37,21,11,Cidade Nova,Área Urbana,-48.70085594,-26.91553664,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-655,2019-03-04,08:10,Março,segunda-feira,colisão,Av.Gov.Adolfo Konder,Av.Ver.Nilo Simas,"veículo,veículo,ciclista","Caminhão_Trator,Semireboque","masc.,masc.,masc.","55,55,53",0,1,0,1,ciclovia,Asfalto,164,30,17,892,20,12,Cidade Nova,Área Urbana,-48.70097901,-26.91586915,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-674,2019-03-19,13:40,Março,terça-feira,colisão,Av.Gov.Adolfo Konder,Av.Campos Novos,"veículo,veículo","Automóvel,Ônibus",fem.,35,0,0,0,1,ciclovia,Asfalto,164,30,17,37,21,11,Cidade Nova,Área Urbana,-48.70080475,-26.91552957,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-682,2019-03-21,07:50,Março,quinta-feira,colisão,Av.Gov.Adolfo Konder,Av.Ver.Nilo Simas,"veículo,veículo,veículo","Caminhão_Trator,Semireboque,Automóvel","masc.,masc.,fem.","50,50,36",0,0,0,1,ciclovia,Asfalto,164,30,17,892,20,12,Cidade Nova,Área Urbana,-48.70090484,-26.91584264,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-747,2019-03-28,09:50,Março,quinta-feira,engavetamento,Av.Campos Novos,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,fem.","61,32",0,0,0,1,,Asfalto,37,21,11,NA,,,São Vicente,Área Urbana,-48.70089293,-26.91511957,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-995,2019-04-26,14:52,Abril,sexta-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","63,55",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.7007706,-26.91581969,Av.Gov.Adolfo Konder-Av.Campos Novos,164,37,-48.70088490371334,-26.91571152673195,ciclovia
2019-994,2019-04-26,11:30,Abril,sexta-feira,colisão,R.Raul Machado,,"veículo,veículo","Automóvel,Caminhão",fem.,42,0,0,0,1,,Asfalto,954,10,7,NA,,,Cidade Nova,Área Urbana,-48.6976158,-26.92348536,R.Raul Machado-R.Lino José da Silva,954,989,-48.697678578642844,-26.923429735184925,ciclovia
2019-273,2019-01-28,09:40,Janeiro,segunda-feira,colisão,Av.Ver.Nilo Simas,R.Otília Damasceno,"ciclista,veículo",Caminhonete,"fem.,masc.","42,52",0,1,0,1,ciclovia,Asfalto,892,20,12,946,15,9,Cidade Nova,Área Urbana,-48.69765514,-26.92219032,Av.Ver.Nilo Simas-R.Otília Damasceno,892,946,-48.697636733885574,-26.92217622031209,ciclovia
2019-637,2019-03-16,10:30,Março,sábado,"choque,colisão",R.Peterson André Machado,R.Otília Damasceno,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.,masc.","24,52,79",0,0,0,1,,Asfalto,952,10,7,946,15,9,Cidade Nova,Área Urbana,-48.69774821,-26.92246474,Av.Ver.Nilo Simas-R.Otília Damasceno,892,946,-48.697636733885574,-26.92217622031209,ciclovia
2019-941,2019-04-18,08:40,Abril,quinta-feira,colisão,R.Nancy Patino Reiser,Av.Ver.Nilo Simas,"veículo,veículo","Camioneta,Automóvel",fem.,40,0,0,0,1,ciclovia,Asfalto,972,10,7,892,20,12,Cidade Nova,Área Urbana,-48.69308642,-26.92849615,Av.Ver.Nilo Simas-R.Nancy Patino Reiser,892,972,-48.693115962855586,-26.92851394827682,ciclovia
2019-609,2019-03-13,13:00,Março,quarta-feira,colisão,Av.Ver.Nilo Simas,R.Osmar Jordino Alexandre,"veículo,ciclista",Automóvel,masc.,22,0,0,0,1,ciclovia,Asfalto,892,20,12,994,10,7,Cidade Nova,Área Urbana,-48.69575116,-26.92495204,Av.Ver.Nilo Simas-R.Osmar Jordino Alexandre,892,994,-48.69591712962938,-26.924549817670147,ciclovia
